re,im
54550.13915401974,459.5171610274666
75402.85310756828,4948.348818450112
77240.79034964895,143.901392556492
43857.6008979606,20.525532396037562
44259.41857506452,3.575986951623351
48788.73198727344,6.323940151163657
48142.06858696577,41.89161304496361
80991.856422182,32.38707839246502
83158.78304072862,458.8669099933093
86832.89170082065,45.65737695754411
87407.35631748514,35.98153259455595
87627.51060654233,32.130694525655905
87004.0835500217,28115.999957932963
22345.11678376505,0.6449985984924165
88394.77047069928,298.7293644836687
98263.26333958955,186.12717547872705
96968.27185268476,27532.60345889877
61330.20871027565,63185.15983891745
106945.16922503311,25542.66710065758
106625.99858484342,27.035743704430033
