re,im
75402.85310756811,4948.348818450011
54550.1391540197,459.517161027467
48788.73198727352,6.323940151164501
77240.79034964906,143.9013925564866
48142.06858696585,41.89161304497988
43857.6008979608,20.52553239605569
44259.418575064585,3.5759869516176916
83158.78304072864,458.8669099932937
87407.35631748512,35.9815325945319
86832.89170082087,45.6573769576235
80991.85642218194,32.3870783924734
88394.77047069918,298.72936448368637
87627.51060654222,32.130694525606174
98263.26333958929,186.12717547983348
22345.11678376483,0.6449985984296251
87004.08355002137,28115.99995793318
96968.27185274696,27532.60345926764
106301.4314643038,86.16116584248886
106945.16923819369,25542.667117377983
61330.20871470238,63185.159839430744
106625.99874012286,27.035750922866338
109835.02748691669,133.73204148921857
109910.14588798262,998.0464897099868
115054.38656256025,604.4787195234646
118072.83764534022,4295.014501654972
92695.17352112521,74501.25265030067
